analyte	SAT_1	SAT_10	SAT_11	SAT_12	SAT_13	SAT_14	SAT_15	SAT_16	SAT_17	SAT_18	SAT_19	SAT_2	SAT_20	SAT_21	SAT_22	SAT_23	SAT_24	SAT_25	SAT_26	SAT_27	SAT_28	SAT_29	SAT_3	SAT_30	SAT_31	SAT_32	SAT_33	SAT_34	SAT_35	SAT_36	SAT_38	SAT_39	SAT_4	SAT_40	SAT_41	SAT_42	SAT_43	SAT_45	SAT_46	SAT_47	SAT_48	SAT_49	SAT_5	SAT_50	SAT_51	SAT_52	SAT_53	SAT_54	SAT_55	SAT_56	SAT_57	SAT_58	SAT_59	SAT_6	SAT_7	SAT_8	SAT_9	VAT__1	VAT__10	VAT__11	VAT__12	VAT__13	VAT__16	VAT__17	VAT__18	VAT__19	VAT__2	VAT__20	VAT__21	VAT__23	VAT__24	VAT__25	VAT__26	VAT__27	VAT__29	VAT__3	VAT__30	VAT__31	VAT__32	VAT__33	VAT__35	VAT__36	VAT__37	VAT__4	VAT__40	VAT__41	VAT__42	VAT__44	VAT__45	VAT__46	VAT__47	VAT__48	VAT__49	VAT__5	VAT__52	VAT__53	VAT__54	VAT__55	VAT__56	VAT__57	VAT__58	VAT__59	VAT__6	VAT__7	VAT__8	VAT__9
gluconic acid	88.3019	234.375	86.4993	137.5679	103.5465	107.9404	169.8675	105.916	81.9502	58.1717	110.3093	108.072	128.3215	75.6738	71.9921	67.3425	102.701	66.4761	100.9723	102.1053	61.4367	116.5644	104.0222	119.9603	70.8245	99.5763	140.3191	1708.231	108.015	116.4336	109.5041	116.7002	100.4274	158.9727	80.2676	143.5714	96.3773	129.953	81.4696	124.6566	64	191.4286	119.9575	92.5651	113.1408	59.0551	113.2075	103.9326	86.558	174.8047	139.4606	198.7261	1116.6779	89.899	84.9057	102.5105	106.3069	109.0332	513.4228	163.6192	136.6206	97.616	161.047	81.4176	75.8323	116.0486	115.942	174.7967	95.8722	202.4291	178.91	84.42	191.6388	106.503	119.137	85.4829	82.5272	132.3529	81.4394	4037.859	128.4916	80.2708	811.7496	188.5135	191.0959	119.606	62.4212	99.3377	124.4318	226.1641	90.1961	69.5097	283.4758	98.2814	172.8665	117.7062	144.1006	131.5432	184.6154	73.1212	107.4074	403.8848	80.0745	52.9066	178.4566	147.2393
glucose	9636.2264	2342.8486	2523.7449	4315.5571	2974.3509	7830.335	47997.0199	22636.4504	1810.166	2723.6842	4893.8144	13249.8332	2931.9507	17814.4437	786.9822	4848.6604	3692.5251	1337.0264	2027.2999	4108.4211	1379.017	1071.5746	3391.1234	2940.5155	16440.8034	34621.822	3894.1262	7467.7518	39156.8566	5908.7413	44768.595	19154.9296	5022.4359	6986.9961	8303.6789	14167.5	2232.0574	3447.2801	2797.7636	14105.7692	34261	33395.7143	962.845	5470.2602	3985.5628	17222.2895	14614.1509	5717.2285	4617.1079	56753.9062	8360.1845	23874.8408	16765.2993	5328.2828	3697.065	529.2887	22021.1313	9515.5258	3450	1202.0807	3623.7437	1531.8943	1111.3576	3237.5479	16114.365	6448.8491	12730.8489	5277.439	3069.9068	5028.3401	520.1422	4669.8696	3644.1472	3544.4592	2808.6304	1521.5957	1167.1705	8519.2698	3298.2955	9247.7154	7546.5549	17984.5261	4189.9657	5988.8514	45136.6438	15983.5835	1184.111	2983.1126	997.1591	34155.2106	8097.0588	24183.3445	80799.1453	1019.8711	3132.3851	5813.8833	1676.9826	4327.6683	6555	803.3175	1863.8889	1537.1735	2178.771	21202.8086	2199.3569	42775.0511
glucose-6-phosphate	93.9623	77.524	139.4166	162.0245	91.197	128.4119	150.9934	225.1908	97.5104	193.2133	109.2784	98.0654	202.2035	107.8093	112.426	115.134	85.7412	91.1365	183.994	111.5789	91.6824	120.6544	102.982	98.1494	102.537	120.7627	130.5294	112.4079	180.3381	103.8462	209.7107	148.8934	134.6154	215.5397	96.3211	131.7857	100.4785	87.6427	144.7284	128.7775	198	270	123.1423	137.1747	102.5339	99.0309	172.6415	77.7154	89.613	125	89.4251	92.6752	78.6819	122.2222	75.4717	104.6025	110.2081	143.9661	85.5705	117.2762	194.0955	143.0412	146.4064	107.2797	283.9088	114.1304	169.7723	170.7317	125.8322	105.2632	119.6682	266.6438	90.301	163.2382	84.4278	154.769	117.896	179.5132	91.8561	141.9713	95.9032	96.7118	119.6398	188.5135	268.1507	775.3283	130.517	149.0066	143.1818	912.4169	134.3137	231.6991	256.4103	138.5607	167.3961	123.7425	116.0542	297.7566	85.3846	110.6974	117.5926	223.0409	51.2104	96.0157	120.5788	222.9039
glutamic acid	2771.3208	1557.6923	962.6866	2063.519	3044.6485	1777.2953	5596.6887	3723.2824	1483.4025	1463.6427	2028.866	4307.8719	4902.4627	5226.6759	3114.3984	2172.3389	1424.6231	2842.3874	1430.4413	3136.8421	1468.8091	1159.5092	2100.208	1250.1652	4219.8732	8512.7119	4526.1059	3076.4742	11267.3763	5171.3287	6145.6612	1036.2173	3070.5128	6424.2523	7045.485	3128.5714	3428.5714	2409.6709	6484.984	6431.6621	15459	7327.1429	1316.3482	2541.6357	4422.2157	10281.9503	6550	2650.7491	3635.4379	5815.4297	4543.648	8556.6879	3463.0128	1419.1919	3113.2075	2217.5732	11349.4798	10107.2689	7245.302	5339.8487	7492.4623	10167.5258	4176.575	1780.6513	15879.4698	3695.3325	10484.4721	14278.4553	3884.8202	6885.6275	965.6398	7124.2279	2039.7993	4500	4964.3527	937.6125	8743.3495	18439.6552	7769.8864	3211.4883	6787.7095	28088.0077	5354.2024	9365.8784	9689.3836	32157.1295	4717.5284	4971.8543	2285.7955	114697.3392	5918.6275	19334.7885	44660.9687	5020.4082	6608.3151	10421.5292	6346.2282	31298.0965	17826.9231	9029.4516	6218.5185	4559.2766	3392.9237	5656.1071	5580.3859	20550.1022
glutamine	3512.8302	1906.5505	3706.2415	9128.3967	4113.3629	6279.1563	30179.8013	15102.0992	3009.3361	1680.7479	7212.3711	4268.8459	11826.9605	6437.4568	7976.3314	4176.3215	5181.2186	3306.6476	4814.1361	2783.1579	4031.1909	2837.4233	1981.6227	1169.8612	22513.7421	6633.4746	8046.0479	5215.9091	18015.0282	3708.042	21763.4297	11235.4125	6445.5128	15516.9051	7396.6555	4020	8173.6159	8269.6441	25846.9649	10940.9341	6416	21098.5714	2816.3482	2232.7138	8314.0837	7016.6566	12532.0755	6104.8689	12098.778	24422.8516	3916.6075	17271.0191	13533.2885	1924.2424	2946.5409	5373.431	5913.199	4870.5011	8502.6846	8619.7982	12546.4824	6637.8866	6389.9734	4731.8008	4628.545	10936.3811	4734.9896	8364.8374	2568.5752	7761.1336	2178.91	4977.6939	4873.2441	5118.1155	10792.6829	2177.5645	3242.1403	15427.4848	7125	5998.0418	16278.3985	8913.9265	9847.7702	10408.7838	25801.0274	16184.803	6389.6595	15916.8874	5128.9773	34178.4922	9499.0196	18973.1363	29495.7265	5661.6541	5685.9956	17853.1187	9978.7234	40334.8063	9406.1538	4107.9892	3373.1481	6001.0047	2045.6238	5653.1679	10242.4437	8736.1963
glutaric acid	86.0377	108.1731	46.8114	31.5897	38.9487	80.9553	121.1921	117.3664	54.9793	151.662	139.1753	21.014	114.7116	92.2598	31.5582	107.5308	27.3241	149.035	74.0464	109.4737	133.2703	87.9346	19.7642	42.6305	132.1353	176.9068	159.8985	58.9681	15.0282	127.972	160.124	55.332	147.4359	32.1847	39.1304	125.3571	93.3014	99.7314	65.1757	113.3242	40	182.8571	62.6327	104.8327	49.4991	16.3537	114.1509	116.1049	11.2016	43.9453	28.7438	10.5096	55.4808	134.3434	77.5681	154.8117	145.3186	147.1418	138.9262	111.6015	22.6131	114.0464	57.2316	16.2835	64.7349	131.3939	118.0124	160.5691	66.9108	39.4737	37.9147	43.2395	115.3846	181.1546	89.1182	32.3935	106.1064	196.2475	38.8258	76.3708	81.9367	57.06	235.4202	35.473	94.5205	168.8555	102.1438	142.053	202.8409	59.867	102.9412	39.2881	85.4701	72.5027	62.3632	151.9115	103.4816	55.0646	114.2308	103.5884	155.5556	139.6517	78.2123	47.0281	94.5338	183.0266
glyceric acid	517.3585	311.899	218.7924	237.4321	224.1925	160.9801	501.6556	735.687	259.3361	306.4404	294.8454	260.1734	484.1218	512.094	477.3176	523.5337	243.0905	270.193	315.258	301.0526	233.4594	126.7894	219.4868	246.8605	381.6068	956.5678	311.095	360.258	300.5636	260.1399	979.3388	521.1268	381.4103	453.5111	531.7726	351.4286	326.0424	180.3224	607.6677	228.7088	1097	988.5714	338.6412	184.0149	472.8933	344.3368	791.5094	212.5468	372.7088	1129.8828	627.0405	624.8408	425.6893	277.7778	468.5535	265.6904	763.6541	884.9682	537.5839	504.0984	267.5879	620.4897	544.3656	255.7471	1063.5019	591.7519	516.5631	1234.7561	339.5473	1125.5061	175.3555	522.9925	667.2241	562.3756	553.4709	440.012	352.7811	1369.1684	875.947	418.0809	333.3333	1038.6847	814.3225	666.8919	525	1097.561	750.9458	630.7947	818.1818	5611.9734	880.3922	431.1619	5527.0655	528.464	504.3764	880.2817	485.4932	2580.8973	2223.4615	1459.3771	603.7037	888.1447	362.1974	216.5251	1215.4341	2781.1861
glycerol	5416.9811	5420.3726	20456.5807	8982.6766	8539.2654	15490.3846	27146.0265	47141.2214	10462.6556	3924.5152	45441.2371	18292.1948	58948.153	33534.8998	18733.7278	12097.7553	19713.8819	21239.0994	11648.8407	10182.1053	7058.6011	6202.454	8965.6727	3187.3761	18511.6279	33144.0678	19754.5323	10690.7248	12804.9468	9745.8042	26140.4959	15563.3803	12361.1111	37739.922	49311.3712	18227.1429	29910.7997	10562.458	55504.7923	19364.011	41711	39612.8571	9369.4268	8698.8848	41153.2115	16192.0048	17458.4906	16286.5168	18094.7047	24449.2188	22921.5756	29070.3822	31733.0195	4851.5152	5996.8553	36024.0586	22815.0195	23810.5152	40334.8993	34208.7011	20464.8241	31956.1856	33640.1952	17897.5096	26439.5808	26396.7391	39457.5569	24200.2032	23511.6511	27167.004	4026.0664	35680.8511	13863.2107	22881.221	23163.227	20434.0132	17258.162	20348.8844	38301.1364	53117.8198	22310.987	36545.4546	30131.2178	20632.0946	41335.274	50172.6079	21746.2169	33113.245	15923.8636	115270.51	32935.2941	59853.9288	60622.5071	32469.9248	24068.9278	52696.1771	27627.6596	51538.4092	64050	29451.5911	6620.3704	45171.8017	23719.7393	13695.9504	25296.463	35463.1902
glycerol-alpha-phosphate	1238.4906	820.3125	1191.6554	1880.0951	827.4224	1148.263	1493.0464	1218.5114	1084.0249	329.2936	1672.1649	2392.5951	2984.4459	4615.0657	952.6627	1043.8088	2575.0628	1340.243	464.4727	1228.4211	932.8922	816.9734	1857.8363	512.5578	1784.3552	3111.2288	2790.0653	2095.2088	2800.8766	1810.4895	1683.8843	767.6056	1958.3333	4777.9584	3600	2687.1429	1539.9863	1059.7717	2999.0415	4532.967	3013	4348.5714	654.9894	1318.2156	1418.68	3268.9279	1534.9057	1612.3596	3215.8859	2358.3984	3300.2129	3611.465	6029.2535	217.1717	170.8595	779.2887	2354.3563	2271.7008	3648.3221	556.116	3847.0477	2350.5155	2112.2449	2151.341	3258.9396	2233.6957	3564.1822	1897.3577	1773.6352	1026.3158	363.7441	2505.8339	1040.4682	2075.3152	1193.2458	2512.2975	2338.8755	2596.856	3011.3636	1721.2794	1373.3706	3323.9845	2180.5317	3040.5405	7535.9589	3088.6492	1148.1715	1891.3907	1252.8409	10392.4612	3221.5686	3864.3385	6138.1766	1443.609	1822.7571	1616.7002	1722.4371	5337.1856	2049.2308	2267.7725	649.0741	2241.4601	633.1471	549.6408	1073.6334	2074.6421
glycine	4117.3585	2027.3438	5751.6961	4238.1114	3112.0963	5247.2084	8949.3377	13618.3206	3049.7925	3437.3269	5393.8144	5179.453	9600.7777	7439.8756	5463.5108	5516.6546	5240.5779	4508.5776	3614.8093	4831.5789	3632.3251	2699.3865	4501.0402	2449.7687	5456.6596	20516.9492	5819.4344	5429.6683	6731.6844	4345.8042	10398.7603	12636.8209	5054.4872	6535.4356	13179.9331	7563.2143	5909.7744	3516.7898	11030.032	8669.2995	23047	12805.7143	3037.155	3244.2379	8651.7384	5564.8092	6559.434	3343.633	6418.5336	9630.8594	8875.4436	7855.414	10704.7747	3498.9899	3833.3333	7001.046	9749.0247	9499.6471	13003.6913	6937.2636	5333.8568	7285.4381	6143.7445	4070.8812	13977.1887	12436.3811	8783.6439	8654.4715	4468.0426	9205.4656	2021.327	8296.8428	3567.893	9422.0305	5704.5028	8254.0492	6897.8235	13808.8235	10025.5682	3307.4413	6777.4674	13258.2205	6927.53	8075.6757	14842.8082	30855.5347	6866.3304	8545.0331	5466.4773	104162.9712	7894.1176	17507.3875	31938.7464	5597.2073	7016.4114	10455.7344	5876.2089	26750.1699	14344.6154	12030.4672	4500.9259	7822.505	6972.9981	5016.3292	7532.7974	19079.7546
glycolic acid	367.9245	136.1178	383.6499	338.3152	346.7384	333.1266	262.2517	592.5573	586.0996	273.1994	339.1753	202.1348	537.5891	381.4789	189.3491	353.0051	423.0528	212.2945	315.258	374.7368	207.9395	205.5215	324.5492	340.0529	400.6342	122.8814	606.9616	238.6364	282.7176	368.1818	857.438	587.5252	1170.9402	276.0078	405.3512	426.4286	260.4238	314.3049	517.5719	350.2747	402	544.2857	485.138	341.2639	388.9216	423.3798	292.4528	527.1536	454.1752	430.6641	541.8737	543.6306	449.8991	129.2929	234.8008	257.3222	371.5865	371.5596	426.8456	426.5448	195.9799	296.7139	597.6043	271.0728	185.8816	456.5217	155.2795	114.8374	249.6671	382.5911	298.5782	211.0501	349.1639	495.6868	181.9887	480.5039	226.7231	728.7018	468.75	533.6162	524.2086	389.7485	647.084	469.2568	407.8767	486.8668	124.8424	639.7351	501.1364	662.9712	394.1176	312.2901	904.5584	642.8571	324.9453	398.3903	409.0909	373.2155	1362.6923	313.8118	313.8889	355.6597	212.2905	272.371	274.9196	508.18
guanine	160.7547	50.4808	138.3989	201.7663	105.4465	89.33	328.8079	122.1374	104.7718	106.9945	131.9588	158.1054	97.2132	130.6151	117.357	155.3222	108.3543	157.6126	141.3613	144.2105	123.8185	100.2045	143.5506	119.9603	106.7653	341.1017	120.7397	123.4644	156.8566	113.2867	192.1488	146.8813	136.7521	145.3186	469.5652	267.8571	213.2604	118.8717	228.115	432.6923	205	300	88.1104	103.7175	68.0613	163.5373	118.8679	73.0337	185.336	203.125	279.9858	253.1847	100.8742	82.8283	118.4486	480.1255	245.7737	290.0494	157.047	119.1677	176.1935	95.683	163.709	105.364	222.873	106.4578	233.9545	134.1463	125.8322	187.247	95.9716	436.5134	119.398	154.28	102.2514	105.2789	369.1052	155.1724	242.4242	154.6997	108.0074	240.8124	142.7959	206.7568	303.0822	330.6754	174.9685	229.4702	296.5909	607.5388	177.451	598.3882	257.8348	146.6165	97.3742	221.328	110.2515	403.8069	213.4615	192.9587	159.2593	272.2706	124.7672	174.3958	165.9164	326.1759
guanosine	152.8302	108.1731	114.9932	122.2826	108.2964	84.6774	258.2781	159.3511	90.249	114.2659	168.0412	152.1014	209.9806	175.19	148.9152	188.9935	113.0653	64.3317	103.2162	175.7895	164.4612	106.3395	148.7517	98.1494	153.277	663.1356	232.7774	168.6118	379.4615	108.042	200.4132	174.0443	134.6154	355.0065	632.107	193.9286	176.35	173.2707	273.1629	518.2005	843	377.1429	100.8493	132.7138	121.98	178.9824	320.7547	156.367	212.831	163.0859	15.9688	188.2166	147.2764	150.5051	142.5577	188.2845	252.6008	231.8278	313.0872	231.715	192.2111	150.7732	224.9335	199.2337	425.4007	221.5473	563.147	272.3577	175.7656	178.1377	127.9621	596.0879	16.0535	227.9363	226.0788	105.2789	502.4184	342.2921	295.4545	113.577	173.1844	305.6093	151.801	200.6757	538.3562	1739.212	201.4502	234.4371	252.2727	2942.3503	427.451	1296.5077	1326.2108	230.3974	129.1028	292.7565	227.2727	1166.5534	153.4615	477.3189	181.4815	222.0362	56.797	48.9876	207.3955	262.7812
heptadecanoic acid	2966.0377	1421.5745	1744.2334	2536.3451	1819.1894	1804.2804	2589.7351	2525.7634	1654.5643	2664.4737	2059.7938	2015.3436	2070.6416	2715.9641	2344.1815	2676.3215	1424.6231	3009.6498	1689.6036	4098.9474	1561.4367	2127.8119	1749.6533	1366.1599	2644.8203	2765.8898	2571.4286	2835.9951	4858.7977	4593.3566	3143.595	3174.0443	2067.3077	3362.8088	1932.4415	3420	3006.1517	3415.0437	3099.6805	3675.8242	1528	3252.8571	1719.7452	2377.6952	2501.4732	2519.3822	1328.3019	1932.5843	2907.332	1977.5391	2437.8992	2499.3631	3873.5709	1745.4545	2068.1342	2527.1967	2811.7685	2557.5159	1638.9262	1737.3897	1874.0578	1959.0851	3718.7223	1064.1762	2548.7053	1294.757	2181.1594	1567.0732	2302.9294	2051.6194	1630.3318	3656.8291	2063.8796	3078.633	1398.6867	1215.6569	1578.8996	3908.215	2065.3409	3499.3473	2801.676	7641.1992	3719.1252	2891.5541	4904.7945	2643.9962	1647.541	2203.3113	3119.3182	3733.9246	1872.549	1973.4721	6314.8148	3409.2374	2428.884	2193.159	2331.7215	2388.1713	2503.8462	2145.9039	1956.4815	3392.8332	1562.3836	1896.7995	2511.8971	2947.8528
hexitol	3216.2264	1672.1755	4369.7422	2619.9049	1821.0893	2611.9727	4792.053	2919.8473	3036.3071	312.6731	2110.3093	3446.2975	5135.7745	10617.1389	2714.9901	1889.9348	1241.8342	6023.5883	747.1952	1752.6316	609.6408	1052.1472	10104.7157	823.8599	1804.4397	4378.178	4789.3401	2199.3243	7727.3012	6196.1538	14150.8265	1438.6318	4105.7692	4026.0078	14236.4549	7465.7143	7580.9979	7838.4822	4782.7476	13054.9451	17569	5418.5714	765.3928	5218.2156	3532.9994	5754.6941	5688.6792	1945.6929	8526.4766	2025.3906	29942.5124	6345.8599	4646.2677	779.798	293.501	2035.5649	4056.2419	4836.6267	6172.1477	3422.7617	2986.809	2425.9021	2870.8962	2788.3142	2694.8212	1476.023	7272.2567	2455.2846	3170.7723	949.3927	229.8578	8855.8682	1443.8127	2089.2502	1184.803	10129.2741	2211.0036	1455.8824	2732.9545	1913.1854	4230.9125	11303.675	4807.4614	3818.9189	10902.7397	19034.2402	6073.7705	10199.0066	3553.9773	11375.8315	4572.549	17647.4144	5119.6581	1854.4576	3015.3173	2772.6358	1068.6654	18239.6329	3064.6154	22795.5315	356.4815	624.9163	2049.3482	2089.8106	1018.6495	2211.6564
hexuronic acid	149.434	80.2284	169.9457	153.8723	130.1457	159.1191	297.0199	285.3053	181.5353	145.4294	117.5258	178.1187	161.3739	246.7173	141.0256	179.218	97.9899	186.5618	133.5079	146.3158	87.9017	105.317	111.3037	103.1064	157.5053	336.8644	140.3191	96.7445	239.5116	134.2657	236.5702	257.5453	135.6838	126.788	149.4983	139.2857	176.35	155.1377	135.1438	226.6484	325	358.5714	105.0955	198.513	124.6317	280.7389	223.5849	86.1423	205.7026	336.9141	269.34	136.6242	226.967	118.1818	135.2201	123.431	370.6112	243.4721	122.8188	168.348	156.407	199.0979	226.2644	107.2797	402.2811	197.5703	178.0538	129.065	163.7816	157.8947	165.8768	221.3452	429.4314	196.0849	162.2889	163.7672	135.127	324.0365	102.2727	333.8773	144.3203	313.3462	200.6861	178.3784	194.1781	350.3752	175.9142	169.8675	288.0682	731.7073	386.2745	150.1007	877.4929	193.3405	178.337	287.7264	160.5416	639.361	236.5385	132.0244	163.8889	235.0971	102.4209	193.9909	154.3408	438.6503
histidine	720	94.6514	251.3569	263.9266	102.5966	270.7816	3403.3113	1240.458	141.0788	188.0194	459.7938	814.543	847.6993	1439.8756	579.8817	369.2976	146.0427	509.2924	765.1458	414.7368	201.3233	170.7566	228.8488	101.1236	1303.3827	2020.1271	633.0674	544.5332	1342.2041	287.4126	1646.6942	1564.3863	476.4957	918.7256	1239.1304	673.9286	491.1141	351.5782	1322.6837	1047.7335	2645	1430	195.3291	226.3941	999.7054	1427.3168	1443.3962	321.161	301.4257	1349.6094	869.7658	1007.0064	514.4586	330.303	727.4633	570.0837	1280.5592	4085.0388	532.5503	745.2711	558.7312	714.2397	717.3913	351.5326	3626.0789	947.5703	1611.8012	613.8211	545.273	1024.2915	161.1374	3317.0899	627.0903	685.7996	898.6867	386.0228	734.5828	2476.6734	2296.4015	256.5274	846.3687	4110.2515	1178.3876	1068.2432	1648.9726	3941.3696	986.4439	1580.4636	763.6364	9717.2949	2389.2157	3279.0463	5783.4758	513.9635	1150.9847	2714.2857	1057.06	2561.5228	2901.9231	2319.5667	1651.8519	985.5995	707.635	1122.7956	2041.1576	8961.1452
hydroxycarbamate NIST	270.566	173.9784	263.5685	399.4565	324.8892	306.1414	564.2384	439.8855	391.0788	261.7729	370.1031	339.2262	398.5742	553.5591	448.7179	520.2752	249.6859	226.233	218.7734	234.7368	198.4877	175.8691	221.5673	289.4911	368.9218	521.1864	348.0783	325.2457	413.2749	453.1469	591.9421	153.9235	567.3077	561.7685	582.9431	433.9286	373.2057	284.0833	478.2748	347.1841	577	650	282.3779	271.0037	359.7525	296.1841	281.1321	247.191	458.2485	456.0547	617.4592	457.6433	377.2697	162.6263	321.8029	333.682	363.7841	489.0614	419.7987	411.4124	383.4799	337.3067	605.5901	165.7088	513.2552	293.4783	206.0041	421.748	319.5739	295.5466	322.2749	298.5587	252.8428	381.221	335.8349	244.751	448.0048	718.0527	518.9394	344.6475	513.0354	593.8104	825.9005	580.7432	793.1507	768.2927	477.6166	608.9404	477.2727	958.98	465.6863	637.6763	1108.2621	526.8528	497.8118	383.2998	316.2476	423.1815	455.7692	389.9797	247.2222	512.3912	375.2328	260.614	253.6977	845.6033
hydroxylamine	8313.9623	5789.9639	6731.6825	7361.413	7387.9037	3918.4243	6237.4172	7538.1679	8285.2697	9485.1108	6496.9072	7953.3022	5534.3487	7958.1894	6745.5621	7586.8936	6334.4849	9087.9199	8743.0815	8887.3684	8517.0132	7890.593	7773.5784	8241.573	5950.3171	8085.8051	4827.4112	8558.6609	7725.4227	7054.1958	8890.4959	9452.7163	9019.2308	8881.0143	7680.602	8831.7857	7370.8134	7404.2982	8266.7732	6894.2308	7526	12780	9983.0149	9013.3829	5956.6883	7400.0606	6335.8491	4915.7303	6567.2098	7902.3438	8020.582	5069.4268	6397.4445	8442.4242	1924.5283	8038.7029	8434.3303	7866.2668	8033.557	5926.2295	6440.9548	8410.4381	12039.929	4761.4943	6693.5882	4231.4578	8698.7578	2990.8537	7891.478	8451.417	8490.5213	8646.8771	7125.7525	9369.2767	6781.4259	8345.8308	7476.4208	10166.8357	6473.4848	2077.6762	7786.7784	5118.9555	10696.8268	7716.8919	8763.6986	10701.2195	6627.995	8447.6821	10757.3864	7607.5388	6460.7843	7856.6152	9227.9202	14629.4307	8374.1794	6591.5493	7178.9168	5288.2393	7776.9231	8634.394	6696.2963	7485.9344	7168.5289	7623.4487	8751.1254	8393.6605
hypoxanthine	1144.5283	505.7091	633.9891	625.6793	981.3173	673.6973	2177.4834	2998.0916	904.5643	409.2798	1234.0206	2185.457	3841.8665	2297.1666	2374.7535	654.9602	1130.6533	2990.3502	1090.5011	1290.5263	759.9244	571.5746	806.172	365.8295	1438.6892	6212.9237	3532.9949	1500	2544.4584	2123.0769	1510.3306	3611.67	760.6838	3670.026	7725.7525	2833.9286	3395.7621	1125.2518	6272.2045	4263.0495	13877	4554.2857	962.845	656.8773	3239.5404	2185.0394	3156.6038	1889.5131	1731.1609	3600.5859	2725.3371	2781.2102	1607.9354	497.9798	840.6709	4326.3598	2623.5371	6020.1129	3302.0134	3109.71	964.8241	2229.7036	2508.8731	1039.272	11336.0049	2041.8798	4478.2609	3143.2927	1090.5459	2960.5263	330.5687	5004.4612	1381.6054	2448.5733	1146.3415	1508.9982	4122.7328	5292.5963	6302.0833	1480.4178	1372.4395	7154.7389	1606.7753	1855.7432	3755.137	12682.4578	1948.2976	2296.6887	1556.25	45369.1796	5517.6471	16095.0302	14105.4131	1287.3255	2307.4398	8890.3421	2618.9555	9340.5846	3920.7692	6156.3981	2274.0741	4779.3034	1418.9944	1196.2769	3530.5466	13394.683
inosine	1330.1887	183.8942	939.2809	896.7391	814.1229	531.3275	2079.1391	1407.4427	811.2033	426.9391	2292.7835	1887.2582	2601.4258	1972.7021	1169.6252	772.2665	1684.6734	2225.8756	590.1272	1070.5263	739.1304	529.6524	1092.233	360.8724	1746.3002	6027.5424	2170.0508	1195.0246	4561.9912	1541.958	1915.2893	1480.8853	1006.4103	2866.3849	6326.087	2363.5714	2038.2775	1383.143	3106.3898	4259.9588	9240	6077.1429	335.4565	1056.1338	1022.6871	1905.209	2005.6604	2154.4944	1253.5642	1835.9375	1715.0461	3475.7962	1773.3692	278.7879	272.5367	1563.8075	2980.4941	2263.2322	4778.8591	2847.7301	1734.6106	2144.6521	1880.6566	1527.7778	5421.0851	1872.1228	5312.6294	2700.2033	773.968	1910.9312	214.455	4281.7433	1190.9699	1809.5554	587.242	2227.9544	3777.2068	1693.2049	3219.697	1922.9765	1608.0074	2794.0039	1649.2281	846.2838	4400.3425	15996.2476	1591.7402	1762.2517	1307.3864	23706.2084	2499.0196	12397.9181	10547.0086	713.7487	1193.6543	3025.1509	1463.2495	12513.9361	1326.9231	4901.151	540.7407	1677.8299	1451.5829	1048.3344	909.6463	6286.2986
isoheptadecanoic acid NIST	619.2453	422.7764	368.3853	660.3261	387.5871	418.7345	517.5497	500	437.7593	459.1413	542.268	359.2395	358.7168	871.8037	468.4418	658.2187	378.7688	601.5011	575.5423	625.2632	129.4896	686.0941	441.0541	454.0648	874.2072	423.7288	882.161	545.4545	1220.1002	1196.8531	716.9421	424.5473	577.9915	862.1586	669.2308	617.1429	992.4812	739.4224	979.5527	687.1566	510	612.8571	218.6837	589.9628	532.1155	571.4718	415.0943	325.8427	803.4623	443.3594	631.2988	401.2739	596.1668	280.8081	448.6373	575.3138	459.3628	458.3627	587.9195	463.43	489.9497	375	689.441	330.4598	402.2811	447.89	447.205	568.0894	408.4554	496.9636	395.7346	827.7282	508.6957	651.9575	472.7955	351.8296	423.5187	842.7992	583.3333	649.1514	764.432	3011.6054	555.7461	854.3919	1403.4247	600.8443	430.3279	608.9404	753.4091	852.5499	550	759.5702	1698.0057	820.0859	549.2341	348.0885	698.2592	559.8232	354.2308	500.677	462.963	526.4568	334.2644	549.6408	297.1061	757.6687
isoleucine	3269.434	1650.5409	2295.7938	2826.7663	1851.4883	3602.0471	14859.9338	14822.5191	1502.0747	2171.0526	2930.9278	3207.1381	5692.8062	7764.34	2784.0237	3480.0869	2934.0452	3253.0379	2425.5797	2721.0526	1842.155	1833.3333	2526.699	1393.9194	6834.0381	11123.9407	4118.2016	5404.7912	6974.953	2397.9021	8731.405	12778.672	4556.6239	5206.1118	8198.3278	5274.6429	2875.9399	2990.9335	5938.6581	6727.3352	15341	11945.7143	1919.3206	2828.2528	6761.0489	7342.8225	5479.2453	3358.6142	3602.8513	15692.3828	6356.6359	6799.6815	7651.3114	3114.1414	3361.6352	6270.9205	7993.498	9342.9781	8405.0336	5843.947	3103.6432	8545.7474	4291.0382	2517.2414	16893.0333	14343.0307	6678.0538	7768.2927	2737.3502	10402.834	2063.981	7660.604	3122.408	4430.3251	5883.6773	2817.3365	5972.7932	10448.2759	5990.5303	3108.6815	5489.7579	12451.6441	4283.8765	6979.0541	10176.3699	27128.0488	4050.7566	6633.7748	3898.2955	86198.4479	10915.6863	18366.6891	59423.0769	3758.8614	5781.1816	9192.1529	5289.1683	10120.6662	15656.5385	15906.9059	6465.7407	8350.9712	3851.0242	9037.2306	14187.7813	23723.9264
